frame,t_epoch,t_rel,len,plane,tunneled,teid,ip_in_src,ip_in_dst,l4_proto,sport,dport,proto,label
1945,1780399141.680263000,41.222804000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1946,1780399141.680263000,41.222804000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1947,1780399141.680274000,41.222815000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1948,1780399141.680274000,41.222815000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1949,1780399141.680285000,41.222826000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1950,1780399141.680285000,41.222826000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1951,1780399141.680297000,41.222838000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1952,1780399141.680297000,41.222838000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1953,1780399141.680308000,41.222849000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1954,1780399141.680308000,41.222849000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1955,1780399141.680426000,41.222967000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1956,1780399141.680426000,41.222967000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1957,1780399141.682803000,41.225344000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1958,1780399141.682804000,41.225345000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1959,1780399141.682995000,41.225536000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1960,1780399141.682996000,41.225537000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1961,1780399141.683007000,41.225548000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1962,1780399141.683007000,41.225548000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1963,1780399141.683018000,41.225559000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1964,1780399141.683019000,41.225560000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1965,1780399141.683030000,41.225571000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1966,1780399141.683030000,41.225571000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1967,1780399141.683041000,41.225582000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1968,1780399141.683041000,41.225582000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1969,1780399141.683186000,41.225727000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1970,1780399141.683186000,41.225727000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1971,1780399141.683198000,41.225739000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1972,1780399141.683198000,41.225739000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1973,1780399141.683209000,41.225750000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1974,1780399141.683210000,41.225751000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1975,1780399141.683220000,41.225761000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1976,1780399141.683221000,41.225762000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1977,1780399141.683232000,41.225773000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1978,1780399141.683232000,41.225773000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1979,1780399141.683243000,41.225784000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1980,1780399141.683243000,41.225784000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1981,1780399141.683379000,41.225920000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1982,1780399141.683379000,41.225920000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1983,1780399141.683391000,41.225932000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1984,1780399141.683391000,41.225932000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1985,1780399141.683403000,41.225944000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1986,1780399141.683403000,41.225944000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1987,1780399141.683414000,41.225955000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1988,1780399141.683414000,41.225955000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1989,1780399141.684162000,41.226703000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1990,1780399141.684163000,41.226704000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1991,1780399141.684355000,41.226896000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1992,1780399141.684355000,41.226896000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1993,1780399141.684366000,41.226907000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1994,1780399141.684366000,41.226907000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1995,1780399141.684377000,41.226918000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1996,1780399141.684377000,41.226918000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1997,1780399141.685066000,41.227607000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1998,1780399141.685067000,41.227608000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1999,1780399141.685259000,41.227800000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2000,1780399141.685260000,41.227801000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2001,1780399141.685271000,41.227812000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2002,1780399141.685271000,41.227812000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2003,1780399141.685282000,41.227823000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2004,1780399141.685283000,41.227824000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2005,1780399141.686848000,41.229389000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2006,1780399141.686848000,41.229389000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2007,1780399141.687039000,41.229580000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2008,1780399141.687039000,41.229580000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2009,1780399141.687050000,41.229591000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2010,1780399141.687051000,41.229592000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2011,1780399141.687061000,41.229602000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2012,1780399141.687062000,41.229603000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2013,1780399141.687073000,41.229614000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2014,1780399141.687073000,41.229614000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2015,1780399141.687226000,41.229767000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2016,1780399141.687226000,41.229767000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2017,1780399141.687420000,41.229961000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2018,1780399141.687420000,41.229961000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2019,1780399141.687432000,41.229973000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2020,1780399141.687432000,41.229973000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2021,1780399141.687810000,41.230351000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2022,1780399141.687811000,41.230352000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2023,1780399141.688009000,41.230550000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2024,1780399141.688009000,41.230550000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2025,1780399141.688021000,41.230562000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2026,1780399141.688021000,41.230562000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2027,1780399141.688032000,41.230573000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2028,1780399141.688033000,41.230574000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2029,1780399141.688679000,41.231220000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2030,1780399141.688680000,41.231221000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2031,1780399141.688872000,41.231413000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2032,1780399141.688872000,41.231413000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2033,1780399141.688884000,41.231425000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2034,1780399141.688884000,41.231425000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2035,1780399141.688895000,41.231436000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2036,1780399141.688895000,41.231436000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2037,1780399141.689618000,41.232159000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2038,1780399141.689619000,41.232160000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2039,1780399141.689810000,41.232351000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2040,1780399141.689810000,41.232351000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2041,1780399141.689821000,41.232362000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2042,1780399141.689822000,41.232363000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2043,1780399141.689833000,41.232374000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2044,1780399141.689833000,41.232374000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2045,1780399141.690492000,41.233033000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2046,1780399141.690492000,41.233033000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2047,1780399141.690685000,41.233226000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2048,1780399141.690685000,41.233226000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2049,1780399141.690696000,41.233237000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2050,1780399141.690696000,41.233237000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2051,1780399141.690707000,41.233248000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2052,1780399141.690708000,41.233249000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2053,1780399141.691409000,41.233950000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2054,1780399141.691410000,41.233951000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2055,1780399141.691600000,41.234141000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2056,1780399141.691600000,41.234141000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2057,1780399141.691611000,41.234152000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2058,1780399141.691611000,41.234152000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2059,1780399141.691623000,41.234164000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2060,1780399141.691623000,41.234164000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2061,1780399141.692283000,41.234824000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2062,1780399141.692283000,41.234824000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2063,1780399141.692476000,41.235017000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2064,1780399141.692476000,41.235017000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2065,1780399141.692487000,41.235028000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2066,1780399141.692487000,41.235028000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2067,1780399141.692498000,41.235039000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2068,1780399141.692498000,41.235039000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2069,1780399141.693262000,41.235803000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2070,1780399141.693262000,41.235803000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2071,1780399141.693455000,41.235996000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2072,1780399141.693455000,41.235996000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2073,1780399141.693466000,41.236007000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2074,1780399141.693466000,41.236007000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2075,1780399141.693477000,41.236018000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2076,1780399141.693477000,41.236018000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2077,1780399141.694111000,41.236652000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2078,1780399141.694111000,41.236652000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2079,1780399141.706058000,41.248599000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2080,1780399141.706058000,41.248599000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2081,1780399141.706229000,41.248770000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2082,1780399141.706229000,41.248770000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2083,1780399141.706241000,41.248782000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2084,1780399141.706241000,41.248782000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2085,1780399141.706252000,41.248793000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2086,1780399141.706252000,41.248793000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2087,1780399141.706263000,41.248804000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2088,1780399141.706264000,41.248805000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2089,1780399141.706275000,41.248816000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2090,1780399141.706275000,41.248816000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2091,1780399141.777771000,41.320312000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2092,1780399141.777776000,41.320317000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2093,1780399141.777810000,41.320351000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2094,1780399141.777810000,41.320351000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2095,1780399141.777814000,41.320355000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2096,1780399141.777814000,41.320355000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2097,1780399141.777817000,41.320358000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2098,1780399141.777817000,41.320358000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2099,1780399141.777819000,41.320360000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2100,1780399141.777819000,41.320360000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2101,1780399141.777822000,41.320363000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2102,1780399141.777822000,41.320363000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2103,1780399141.777824000,41.320365000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2104,1780399141.777825000,41.320366000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2105,1780399141.777827000,41.320368000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2106,1780399141.777827000,41.320368000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2107,1780399141.777830000,41.320371000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2108,1780399141.777830000,41.320371000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2109,1780399141.777833000,41.320374000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2110,1780399141.777833000,41.320374000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2111,1780399141.777836000,41.320377000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2112,1780399141.777836000,41.320377000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2113,1780399141.777839000,41.320380000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2114,1780399141.777839000,41.320380000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2115,1780399141.777843000,41.320384000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2116,1780399141.777843000,41.320384000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
2117,1780399141.803675000,41.346216000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2118,1780399141.803676000,41.346217000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2119,1780399141.803805000,41.346346000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2120,1780399141.803805000,41.346346000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2121,1780399141.803820000,41.346361000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2122,1780399141.803820000,41.346361000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2123,1780399141.803993000,41.346534000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2124,1780399141.803993000,41.346534000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2125,1780399141.804005000,41.346546000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2126,1780399141.804005000,41.346546000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2127,1780399141.804180000,41.346721000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2128,1780399141.804180000,41.346721000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2129,1780399141.804192000,41.346733000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2130,1780399141.804192000,41.346733000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2131,1780399141.804369000,41.346910000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2132,1780399141.804370000,41.346911000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2133,1780399141.804882000,41.347423000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2134,1780399141.804882000,41.347423000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
2135,1780399141.805074000,41.347615000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
