frame,t_epoch,t_rel,len,plane,tunneled,teid,ip_in_src,ip_in_dst,l4_proto,sport,dport,proto,label
1723,1780399141.559618000,41.102159000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1724,1780399141.559618000,41.102159000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1725,1780399141.559808000,41.102349000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1726,1780399141.559808000,41.102349000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1727,1780399141.559820000,41.102361000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1728,1780399141.559820000,41.102361000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1729,1780399141.560488000,41.103029000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1730,1780399141.560489000,41.103030000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1731,1780399141.560679000,41.103220000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1732,1780399141.560679000,41.103220000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1733,1780399141.560690000,41.103231000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1734,1780399141.560690000,41.103231000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1735,1780399141.563153000,41.105694000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1736,1780399141.563153000,41.105694000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1737,1780399141.563334000,41.105875000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1738,1780399141.563334000,41.105875000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1739,1780399141.563346000,41.105887000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1740,1780399141.563346000,41.105887000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1741,1780399141.563714000,41.106255000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1742,1780399141.563714000,41.106255000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1743,1780399141.632728000,41.175269000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1744,1780399141.632731000,41.175272000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1745,1780399141.632745000,41.175286000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1746,1780399141.632745000,41.175286000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1747,1780399141.632749000,41.175290000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1748,1780399141.632749000,41.175290000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1749,1780399141.632752000,41.175293000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1750,1780399141.632752000,41.175293000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1751,1780399141.632755000,41.175296000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1752,1780399141.632755000,41.175296000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1753,1780399141.632757000,41.175298000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1754,1780399141.632758000,41.175299000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1755,1780399141.632760000,41.175301000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1756,1780399141.632760000,41.175301000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1757,1780399141.632763000,41.175304000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1758,1780399141.632763000,41.175304000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1759,1780399141.632765000,41.175306000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1760,1780399141.632766000,41.175307000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1761,1780399141.658595000,41.201136000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1762,1780399141.658596000,41.201137000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1763,1780399141.658738000,41.201279000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1764,1780399141.658739000,41.201280000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1765,1780399141.658751000,41.201292000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1766,1780399141.658751000,41.201292000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1767,1780399141.659118000,41.201659000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1768,1780399141.659118000,41.201659000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1769,1780399141.659130000,41.201671000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1770,1780399141.659130000,41.201671000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1771,1780399141.659142000,41.201683000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1772,1780399141.659144000,41.201685000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1773,1780399141.659821000,41.202362000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1774,1780399141.659821000,41.202362000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1775,1780399141.660015000,41.202556000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1776,1780399141.660015000,41.202556000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1777,1780399141.660026000,41.202567000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1778,1780399141.660027000,41.202568000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1779,1780399141.660690000,41.203231000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1780,1780399141.660690000,41.203231000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1781,1780399141.660886000,41.203427000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1782,1780399141.660886000,41.203427000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1783,1780399141.660918000,41.203459000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1784,1780399141.660918000,41.203459000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1785,1780399141.660920000,41.203461000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1786,1780399141.660920000,41.203461000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1787,1780399141.661607000,41.204148000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1788,1780399141.661608000,41.204149000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1789,1780399141.661804000,41.204345000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1790,1780399141.661805000,41.204346000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1791,1780399141.661817000,41.204358000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1792,1780399141.661818000,41.204359000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1793,1780399141.661829000,41.204370000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1794,1780399141.661829000,41.204370000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1795,1780399141.662530000,41.205071000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1796,1780399141.662530000,41.205071000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1797,1780399141.662721000,41.205262000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1798,1780399141.662722000,41.205263000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1799,1780399141.662733000,41.205274000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1800,1780399141.662733000,41.205274000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1801,1780399141.662744000,41.205285000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1802,1780399141.662744000,41.205285000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1803,1780399141.663510000,41.206051000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1804,1780399141.663511000,41.206052000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1805,1780399141.663700000,41.206241000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1806,1780399141.663700000,41.206241000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1807,1780399141.663711000,41.206252000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1808,1780399141.663711000,41.206252000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1809,1780399141.663722000,41.206263000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1810,1780399141.663723000,41.206264000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1811,1780399141.665311000,41.207852000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1812,1780399141.665311000,41.207852000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1813,1780399141.665504000,41.208045000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1814,1780399141.665504000,41.208045000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1815,1780399141.665516000,41.208057000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1816,1780399141.665516000,41.208057000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1817,1780399141.665527000,41.208068000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1818,1780399141.665527000,41.208068000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1819,1780399141.665538000,41.208079000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1820,1780399141.665538000,41.208079000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1821,1780399141.665549000,41.208090000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1822,1780399141.665550000,41.208091000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1823,1780399141.665690000,41.208231000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1824,1780399141.665691000,41.208232000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1825,1780399141.665702000,41.208243000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1826,1780399141.665702000,41.208243000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1827,1780399141.666092000,41.208633000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1828,1780399141.666092000,41.208633000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1829,1780399141.666287000,41.208828000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1830,1780399141.666287000,41.208828000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1831,1780399141.666298000,41.208839000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1832,1780399141.666298000,41.208839000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1833,1780399141.666310000,41.208851000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1834,1780399141.666310000,41.208851000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1835,1780399141.668757000,41.211298000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1836,1780399141.668758000,41.211299000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1837,1780399141.668949000,41.211490000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1838,1780399141.668950000,41.211491000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1839,1780399141.668961000,41.211502000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1840,1780399141.668961000,41.211502000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1841,1780399141.668972000,41.211513000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1842,1780399141.668973000,41.211514000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1843,1780399141.668984000,41.211525000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1844,1780399141.668984000,41.211525000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1845,1780399141.668995000,41.211536000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1846,1780399141.668995000,41.211536000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1847,1780399141.669136000,41.211677000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1848,1780399141.669136000,41.211677000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1849,1780399141.669148000,41.211689000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1850,1780399141.669148000,41.211689000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1851,1780399141.671808000,41.214349000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1852,1780399141.671808000,41.214349000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1853,1780399141.671999000,41.214540000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1854,1780399141.672000000,41.214541000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1855,1780399141.672012000,41.214553000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1856,1780399141.672012000,41.214553000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1857,1780399141.672023000,41.214564000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1858,1780399141.672023000,41.214564000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1859,1780399141.672034000,41.214575000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1860,1780399141.672035000,41.214576000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1861,1780399141.672046000,41.214587000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1862,1780399141.672046000,41.214587000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1863,1780399141.672190000,41.214731000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1864,1780399141.672190000,41.214731000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1865,1780399141.672201000,41.214742000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1866,1780399141.672201000,41.214742000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1867,1780399141.672212000,41.214753000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1868,1780399141.672213000,41.214754000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1869,1780399141.672224000,41.214765000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1870,1780399141.672224000,41.214765000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1871,1780399141.672235000,41.214776000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1872,1780399141.672235000,41.214776000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1873,1780399141.672380000,41.214921000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1874,1780399141.672380000,41.214921000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1875,1780399141.672391000,41.214932000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1876,1780399141.672392000,41.214933000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1877,1780399141.672403000,41.214944000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1878,1780399141.672403000,41.214944000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1879,1780399141.672414000,41.214955000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1880,1780399141.672414000,41.214955000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1881,1780399141.672426000,41.214967000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1882,1780399141.672426000,41.214967000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1883,1780399141.672571000,41.215112000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1884,1780399141.672571000,41.215112000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1885,1780399141.672582000,41.215123000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1886,1780399141.672582000,41.215123000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1887,1780399141.672593000,41.215134000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1888,1780399141.672593000,41.215134000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1889,1780399141.672604000,41.215145000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1890,1780399141.672604000,41.215145000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1891,1780399141.673417000,41.215958000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1892,1780399141.673417000,41.215958000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1893,1780399141.673607000,41.216148000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1894,1780399141.673607000,41.216148000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1895,1780399141.673618000,41.216159000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1896,1780399141.673619000,41.216160000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1897,1780399141.673630000,41.216171000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1898,1780399141.673630000,41.216171000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1899,1780399141.674224000,41.216765000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1900,1780399141.674224000,41.216765000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1901,1780399141.674418000,41.216959000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1902,1780399141.674418000,41.216959000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1903,1780399141.674429000,41.216970000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1904,1780399141.674429000,41.216970000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1905,1780399141.674440000,41.216981000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1906,1780399141.674441000,41.216982000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1907,1780399141.675944000,41.218485000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1908,1780399141.675944000,41.218485000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1909,1780399141.676134000,41.218675000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1910,1780399141.676134000,41.218675000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1911,1780399141.676145000,41.218686000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1912,1780399141.676146000,41.218687000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1913,1780399141.676156000,41.218697000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1914,1780399141.676157000,41.218698000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1915,1780399141.676715000,41.219256000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1916,1780399141.676715000,41.219256000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1917,1780399141.676913000,41.219454000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1918,1780399141.676914000,41.219455000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1919,1780399141.676924000,41.219465000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1920,1780399141.676925000,41.219466000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1921,1780399141.676936000,41.219477000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1922,1780399141.676936000,41.219477000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1923,1780399141.677098000,41.219639000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1924,1780399141.677099000,41.219640000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1925,1780399141.677290000,41.219831000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1926,1780399141.677290000,41.219831000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1927,1780399141.677476000,41.220017000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1928,1780399141.677477000,41.220018000,100,user,1,0x00000001,12.1.1.132,104.18.27.209,TCP,51311,443,GTP/TCP,benign_background
1929,1780399141.677505000,41.220046000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1930,1780399141.677505000,41.220046000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1931,1780399141.677517000,41.220058000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1932,1780399141.677517000,41.220058000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1933,1780399141.679855000,41.222396000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1934,1780399141.679855000,41.222396000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1935,1780399141.680045000,41.222586000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1936,1780399141.680047000,41.222588000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1937,1780399141.680062000,41.222603000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1938,1780399141.680062000,41.222603000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1939,1780399141.680074000,41.222615000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1940,1780399141.680074000,41.222615000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1941,1780399141.680240000,41.222781000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1942,1780399141.680240000,41.222781000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1943,1780399141.680252000,41.222793000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
1944,1780399141.680252000,41.222793000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
